pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7
-3.5472357225793325,1.7217610523476652,0.7830042500164474,-0.36079068834763633,-1.2311137571693547,0.8222103006966772,1.0619865841694658,0.06128938370923369
-3.491837001183807,1.4033189635846928,0.3179563349824884,0.34091329750651,-0.286576369940184,0.9317901305617583,-0.09461802638190307,0.17355022462502748
1.1586219589932871,-0.9292511191379812,-1.0561619069941597,-1.541263584561808,-0.6081613556924823,0.09313805811216862,0.2620783559060597,-0.06745734918778072
-1.0635198106036228,-1.4064252288957015,-1.3496433667227345,-1.2391933192365168,-0.4273885564872614,0.9824508988622703,0.674582658929008,0.009826890105740114
-1.040945590172406,-0.9037741242371138,1.1990097859912088,-1.4589215789190302,0.07486727864070311,1.7501733706708094,-0.3314111245406416,-0.0506548506371364
3.431555906171849,0.4563071654330329,1.0072402050836875,-2.6189832551635024,0.4357445237390027,1.2047051840490794,-0.7599407140903703,-0.14000389566205693
1.0152370404410112,-0.07580763264538665,-0.973867240537119,-0.4825293143002103,1.034770977921103,-1.3859764100171341,1.0219685254224635,-0.04803670000532938
1.4971466149444166,-3.872959067689074,0.5272768668189702,-1.3036737249789487,-1.5205003461119544,-0.12379984967931815,0.23507874567068046,-0.25581062891606837
3.375059645087085,-0.012729443269755817,1.6668045176377544,0.4035472975826488,1.4836236898683897,-0.8812904971260107,-0.4500313047460098,-0.01641325981001298
2.802333333125736,4.502211572190314,0.22397670004380718,-0.670508662635174,-0.9421928090367484,-0.6032549660835009,0.24607479824880307,0.05162609685748576
-0.8123440281356435,-3.808930550526553,-0.19676115580594292,0.7254843151733256,0.847669031716072,0.03497100810769728,1.2540903328491333,-0.008098427456053292
-1.3511656235066596,1.141937989988923,0.36366173558411985,0.18026413792761192,-0.1673195842740578,1.1445910750180917,-0.15625692973401845,0.1659009763107673
-3.5772700692874233,1.3575867780649458,1.1146030472226318,0.41822855129677144,-1.7538654956168758,0.41939351642014927,1.1367897594656595,0.13135748550008602
1.1989711111136083,-0.6219056412322824,-2.227936074232583,-1.3439576216677618,1.3723283093606127,0.5641296891141329,-1.5419180719153496,0.07854606621456847
0.8715716197878188,2.026285637078536,0.4978779130561527,-1.5633379060155583,-0.10655023247412888,0.819357420401142,-0.08878457693796,0.007816935922296413
-3.2534836183515408,-1.9451891579297296,-0.09961469451020268,1.0835600581064528,0.11556105211999448,-1.8117416200412315,1.092679173091434,-0.0014851121079519438
-3.732554559999175,3.0943265738789894,0.07788105534423183,-0.6010089213172793,-0.11132581000986604,0.017617612556557617,-0.46425480128061963,0.1450970878251148
0.6271712255357069,3.70917541093087,-0.535675315262225,0.33009842030827186,0.18004344065129826,0.3964995101634601,-0.5005768242460907,0.2658824667380855
-0.9190703639653005,-3.4029012891701718,0.39597089425726606,0.07297714013021205,0.62111591991269,-1.4861995088013318,0.4362107867051341,-0.16789606718514805
-3.64956662812819,1.5796516359809003,1.728685135541686,-0.3138408312793661,-1.9146730812517152,-0.9790423879576636,0.28566343076964795,-0.017694320415565547
-2.8290239442240805,-4.291421119292987,-0.15473863256571588,0.5975975588226083,0.990673668738854,0.27153711134485825,1.206687208675486,-0.02513566515173996
3.4514631484352365,-1.7569570556328586,0.29340309285639576,-0.5435652745797924,-2.2412231359373713,-1.3539243598255355,0.523682755656422,-0.16897508719278453
-3.7694058672588464,3.4421141817870113,0.14856683053888234,0.25703839524520333,1.3216935021161382,-0.45213462752991007,1.257322211869922,0.1573065445387946
1.1138850075040496,-1.5019003100710493,-0.4957450116339943,0.8344042736161207,-1.1219543709848667,-1.67122241928903,-1.0625650380848313,-0.004176516343172729
3.447251954578099,-1.0164311690618426,-0.8311100474486677,-0.7007964906298365,-1.546841689313503,0.3045345969563126,1.3356839925424542,0.010707207467243471
-1.1893245912022328,-0.906529754233649,2.126930345348344,0.3091472397604335,-1.8394756134575483,0.3608850950760452,0.49511482774130255,-0.028973786202257185
3.31394741112612,-0.7267330188317348,-0.6375768223022195,1.0643738787680357,-1.7279725748987105,-1.4337779697456385,-0.018819180313540726,0.06102616222376861
-0.9647873191656677,-1.5593680448712757,-1.0620398479388238,-3.303042641225859,0.37425703732764215,0.6145316192767721,-0.4017752162492232,-0.21478793374522837
0.8138864255389461,1.3522356963187616,-1.657528604627824,-0.24042249892404574,-1.3642622630879442,-0.6082661376408048,1.0482226841490565,0.08266095996263778
3.116034187073011,2.083094793821233,0.3776355091832957,0.3888927711581184,-0.08229405501023826,-0.004407761595958278,-1.0591501461187927,0.16416734956430096
-1.5278469813647093,2.0918926464778798,1.0292905668989503,0.42475290131084975,0.9668265309117434,-1.0096295451055828,0.7375134810397755,0.029722916012645716
-0.8962717751794184,-3.2102087072159295,-0.9524273649090667,1.0487050581389834,-0.4710904948698293,0.5676044818497866,-0.4082100642326963,0.1373681334143254
-3.233578155597012,-1.4602652617670384,-1.2372758155890238,0.11779933497097003,-0.28898235906091635,-0.38990442916118284,-0.7532200400106484,0.08334849336884834
3.2559627349777727,1.2406381859326834,0.8286728528717006,0.39420190463649624,1.3641899444836654,0.2691549561256199,1.0252517988205647,0.10532880923198436
-1.2461387823825072,-0.14422364468272114,1.707559176073568,-0.6395636955257048,-0.8739904768283479,0.07831841511732689,-0.5192214310799494,-0.07036875677378962
-0.9167066405510549,-3.416917819540324,0.4558495889443364,-1.0572683688399922,-1.7172983725156672,-0.47322257512787275,0.3313815863683188,-0.2154190567275686
3.363177789431055,-0.5911975133485677,-1.2437900443320564,0.30875937786070595,-0.10827687930716454,-1.3891461073275302,-1.6968970726352939,0.04060818936799776
3.752382907718778,-2.67725195945971,-0.5837358555908637,-1.5416792390178842,2.3416229174781495,-0.4159605568941785,-0.3329464536512707,-0.1811228106233171
-1.159859411383444,-0.9772914660038563,-0.817508195096005,-0.7680948998385199,1.6856069916538046,-1.5384275422451021,-0.045271031515567516,-0.10120978372256408
3.4907127639701954,-1.289701655106008,2.212495086297708,1.161631895278031,1.0559800072999876,-0.9462847240902541,-0.463438197941951,-0.002061350653203326
-3.2014836241603817,-1.7535681586721101,-2.0410618462815124,2.917833346187058,-0.49717921874727894,0.8561407641427887,0.13337874460033383,0.41611809759486984
1.4427083727506547,-2.814658130819514,2.6178373971009403,0.22762391285763364,1.1705098037928887,-0.022261850449216032,-0.13813440046146772,-0.11938610035606963
1.25125203516747,-1.784327000069391,-0.8151478382861413,0.19539382235568367,1.0366267841461272,-0.3023077896732886,1.3545193008503749,0.025067077017140615
-3.113847644205863,-2.8725206788153814,-0.1738569551902271,0.0043011198476497915,-1.5063620811126426,-0.30512821746318547,0.32864129013979454,-0.014453470423570806
2.9619556464929073,3.519400652745965,0.004812849889651354,-0.6299572071224547,-0.5605641034251104,0.6420416252974919,0.5595877314203185,0.15829113987294618
3.4513679446654484,0.37110208416248813,0.756073880008588,-2.2256832473371686,0.8999199372324779,1.218469770889355,-1.3518248652578209,-0.07978945371392598
-3.1749614586122035,-1.9458173700337724,-1.0121524945931384,-0.45368331586751015,-0.9193165381877012,0.6061110647877552,0.7588939063861196,0.055436234840518836
3.2299592565134456,0.9055019335167946,1.4943872723921878,0.7889870817207945,0.7988832003686548,-0.832298893476651,0.6662174183430959,-0.05162244495596271
-3.1868508252563403,-1.6620994497844717,2.1413800725524528,1.2075966047007967,0.7346225118991844,-0.263096409710386,0.5170078105680342,0.024282570839269286
-1.0965321751885557,-0.859855497996919,1.0925195790504396,1.0190929058690443,1.8022042418443018,0.7763118876103652,0.3574418213682092,0.139976170065212
-1.4889998965221352,2.4089953871263736,-2.5202736761388307,1.2392172659135314,0.776297251951803,1.5892720781151213,-0.07593975779440451,-0.9056907172136578
0.8479301589001542,1.6056859199446134,1.2271408606524965,-0.9449416926463517,-0.8179717140861338,-0.3084107630053328,-0.41453093703427507,-0.047753307842998124
0.9617982086745348,0.5239226290905139,1.5781199357912354,-0.44583585486276656,-1.4446657073733398,0.37056401257534505,0.5130429784934966,-0.008368576100692837
-1.3928172448781508,1.7520486760685627,0.45598670364747507,-0.4832397690244588,2.306480267196805,-0.07127933174147295,-0.003662008460127921,0.03697352463406366
-3.2256399428123634,-2.0118932983743387,-0.7765873300417495,1.1505265510359217,-0.9682183833120235,-0.8789716308148507,-0.6658085041822451,0.11454685945967459
3.3528530434430506,-0.36714721287614227,1.9016841789593264,0.8228038654671382,-1.1749462506905448,-0.5342479336388648,-1.0094160089207913,0.017818905959764573
-1.2374526824165464,-0.12086430569642732,1.203358150196337,0.19876223911386467,-0.046307085453744457,-0.018764343849027074,-1.6230772838272918,0.019769388450598193
-3.6207466656427187,2.0307759242180956,-2.951763775469001,0.18470024237376828,0.030726900623365177,0.17266622147222888,0.3461069878999117,0.28950282932611354
-3.5166189580025504,1.1579483332138871,1.488333511469953,-1.3869717339789918,-1.1238253968172986,-0.12721744226166773,0.10472176700243177,-0.0877487564028492
1.2574937202236895,-2.457538244304801,-0.38425616114148253,0.46452558402884553,-0.7902871823530812,-1.1020521946396875,-1.2014710141550284,-0.005721736049621364
-1.3283439842791467,-0.08176907337992943,-0.6240843289913237,-1.9285970335066926,-1.378472062545141,-1.0591618054216307,0.526431657593206,-0.179105599989481
0.6405312480201835,4.594293916345158,0.7323137155825806,1.9193331483729956,1.104986977119691,2.826375447127827,-0.6935775757787676,0.5569582663120851
1.2256211985172079,-2.2807858351285515,0.09785285729456449,-0.28762874223906726,-1.6846895452877482,-1.1315108008264154,-0.06225876693542092,-0.1360528857248496
-1.0603839012467204,-1.4876280432145195,-2.453662248478919,1.7045216165411479,0.3108473125521578,1.5873188636467637,-0.02725757184967084,0.39909532247125773
-3.6455203293139853,1.9759525078390756,1.3923667146412948,-1.070970931502686,-1.4097702343121734,-0.6164124379566549,0.22338938378499518,-0.07219008300026623
-3.2826240882328572,-1.135804296022843,-0.865585335146199,-0.5541188772014829,-1.5956446994322318,0.1918356243760792,1.39548136526045,0.019921978973614494
-3.4242762683337244,0.23865002038799005,1.520148627063078,0.6848406416794497,0.9360277020389217,-0.5750713772463615,0.6175545306173724,0.08751849717961227
-3.6324410199402104,2.4133846403691166,0.7278033482595582,-1.6801334965472527,-0.3417117177600457,-0.14092595727558285,-0.406122133138765,-0.046941126263692276
0.9599200821893533,0.9327808129076545,1.306832697453566,-1.2015819827469714,-0.5805839226350125,0.09274499522431655,-0.5098943851219272,-0.08286296493498789
0.6392104315294552,3.458688920214549,-2.6283282782181376,1.5884162413321057,0.4310718844363699,0.9993447175722183,0.05840945023200285,-0.8588630605867865
3.3233075864267487,0.05742120577997555,-1.7513832914949725,-0.3702737634882208,-0.45443339711845115,0.16759644918624364,0.2631637549953461,0.13875578749296966
2.917580405264124,3.8004156585431224,-0.1967082957783251,-0.12401379754239156,0.13582853244021,-0.2561002504303523,-0.9714478793272612,0.17915943981382149
3.1743827036338788,0.815050938245039,1.45468026492858,1.6692387365624577,-1.5518092946967574,-0.634940871130236,-0.4156528418696112,0.1433229124466051
-3.565090326631503,2.1833630430263207,-2.248125902969039,0.7858377320573783,0.3909571966874862,1.701884880725513,0.4950278036469325,-0.9581124179617329
-1.3824079341468372,0.5121209597738733,1.1252157563326224,2.101140117292703,-1.4572171866288726,0.09970815541283164,0.04510528228712944,0.20205824482817475
-3.2722173677625155,-1.8525916931280837,-0.2464234562283517,0.43016644723584535,-1.4638308401097706,-1.5512900628654551,-0.5287754349028306,-0.030232655957735298
1.4130610761449323,-3.4686585069881395,0.42023776390876305,-0.019215165685473642,0.6748211713220417,-1.383563527077692,0.39985261984033726,-0.16922080513768892
-0.8060606931149793,-4.049120387325088,0.28958374784678476,-0.9052885666248544,-1.0934658081851112,-0.13047286542514602,-0.2933903193150977,-0.18936098914273633
